Asset,Weight
SSINENG,0.14983952153163912
YUANTA,0.06205033317306852
SKITERNX,7.36546690060721e-24
KOSEF_TIPS,0.22499999999999998
SOL_AI,0.014465421245162532
FCX,0.10811111710698884
PLTR,2.9746788904267634e-23
QQQM,0.14320911145758078
VRT,0.04732449548430474
현금(CMA),0.25
