Asset,Expected_Return
SSINENG,0.09988327492908897
YUANTA,0.05114799581731607
SKITERNX,0.07022748982273304
KOSEF_TIPS,0.027058908353138823
SOL_AI,0.06507291579404936
FCX,0.0490967904356753
PLTR,0.04694816066378003
QQQM,0.04296327290462769
VRT,0.07681279624822446
